name,id
Greenock,1
Glasgow,2
Preston,3
Birmingham,4
Southampton,5
Le Havre,6
Paris,7
Orléans,8
Bordeaux,9
San Sebastián,10
Burgos,11
Madrid,12
Seville,13
Algeciras,14
Inverness,15
Perth,16
Edinburgh,17
Newcastle,18
London,19
Folkestone,20
Dover,21
Calais,22
Lyon,23
Orange,24
Narbonne,25
Girona,26
Barcelona,27
Tarragona,28
Castellón de la Plana,29
Valencia,30
Alicante,31
Murcia,32
Almería,33
Málaga,34
Hook of Holland,35
Rotterdam,36
Eindhoven,37
Maastricht,38
Liège,39
Bastogne,40
Arlon,41
Luxembourg,42
Metz,43
Saint-Avold,44
Strasbourg,45
Mulhouse,46
Basel,47
Olten,48
Bern,49
Lausanne,50
Geneva,51
Mont Blanc,52
Aosta,53
Ivrea,54
Vercelli,55
Alessandria,56
Genoa,57
Bastia,58
Porto-Vecchio,59
Bonifacio,60
Porto Torres,61
Sassari,62
Cagliari,63
Amsterdam,64
Utrecht,65
Arnhem,66
Emmerich,67
Oberhausen,68
Cologne,69
Frankfurt am Main,70
Heidelberg,71
Karlsruhe,72
Offenburg,73
Lucerne,74
Altdorf,75
Gotthard Pass,76
Bellinzona,77
Lugano,78
Chiasso,79
Como,80
Milan,81
Piacenza,82
Parma,83
Modena,84
Florence,85
Rome,86
Karesuvanto,87
Karesuando,88
Arvidsjaur,89
Östersund,90
Mora,91
Säffle,92
Gothenburg,93
Frederikshavn,94
Aalborg,95
Aarhus,96
Vejle,97
Kolding,98
Flensburg,99
Hamburg,100
Hanover,101
Göttingen,102
Kassel,103
Fulda,104
Würzburg,105
Nuremberg,106
Munich,107
Rosenheim,108
Wörgl,109
Innsbruck,110
Brenner,111
Fortezza,112
Bolzano,113
Trento,114
Verona,115
Bologna,116
Cesena,117
Perugia,118
Fiano Romano,119
Naples,120
Salerno,121
Sicignano degli Alburni,122
Cosenza,123
Villa San Giovanni,124
Messina,125
Catania,126
Siracusa,127
Gela,128
Helsingør,129
Copenhagen,130
Køge,131
Vordingborg,132
Farø,133
Nykøbing Falster,134
Gedser,135
Rostock,136
Berlin,137
Lübbenau,138
Dresden,139
Ústí nad Labem,140
Prague,141
Tábor,142
Linz,143
Salzburg,144
Villach,145
Tarvisio,146
Udine,147
Palmanova,148
Mestre,149
Ravenna,150
Rimini,151
Fano,152
Ancona,153
Pescara,154
Canosa di Puglia,155
Bari,156
Brindisi,157
Igoumenitsa,158
Preveza,159
Rhion,160
Patras,161
Pyrgos,162
Kalamata,163
Malmö,164
Ystad,165
Świnoujście,166
Wolin,167
Goleniów,168
Szczecin,169
Gorzów Wielkopolski,170
Świebodzin,171
Zielona Góra,172
Legnica,173
Jelenia Góra,174
Harrachov,175
Železný Brod,176
Turnov,177
Mladá Boleslav,178
Jihlava,179
Brno,180
Bratislava,181
Rajka,182
Csorna,183
Szombathely,184
Zalaegerszeg,185
Nagykanizsa,186
Letenye,187
Zagreb,188
Karlovac,189
Rijeka,190
Split,191
Dubrovnik,192
Petrovac,193
Podgorica,194
Bijelo Polje,195
Pristina,196
Skopje,197
Kičevo,198
Ohrid,199
Bitola,200
Niki,201
Vevi,202
Kozani,203
Larissa,204
Domokos,205
Lamia,206
Brallos,207
Itea,208
Antirrio,209
Aigio,210
Corinth,211
Tripoli,212
Kissamos,213
Chania,214
Vardø,215
Vadsø,216
Varangerbotn,217
Utsjoki,218
Inari,219
Ivalo,220
Sodankylä,221
Rovaniemi,222
Kemi,223
Oulu,224
Jyväskylä,225
Heinola,226
Lahti,227
Helsinki,228
Gdańsk,229
Świecie,230
Łódź,231
Piotrków Trybunalski,232
Katowice,233
Žilina,234
Győr,235
Budapest,236
Szeged,237
Subotica,238
Novi Sad,239
Belgrade,240
Niš,241
Kumanovo,242
Veles,243
Gevgelija,244
Evzoni,245
Thessaloniki,246
Katerini,247
Athens,248
Heraklion,249
Agios Nikolaos,250
Sitia,251
Klaipėda,252
Kaunas,253
Vilnius,254
Lida,255
Slonim,256
Kobryn,257
Dubno,258
Ternopil,259
Chernivtsi,260
Siret,261
Suceava,262
Roman,263
Urziceni,264
Bucharest,265
Giurgiu,266
Ruse,267
Byala,268
Veliko Tarnovo,269
Stara Zagora,270
Haskovo,271
Svilengrad,272
Ormenio,273
Kastanies,274
Didymoteicho,275
Alexandroupoli,276
Saint Petersburg,277
Pskov,278
Gomel,279
Kiev,280
Odessa,281
Samsun,282
Merzifon,283
Moscow,284
Kaluga,285
Bryansk,286
Hlukhiv,287
Kirkenes,288
Murmansk,289
Petrozavodsk,290
Orel,291
Kharkiv,292
Simferopol,293
Alushta,294
Yalta,295
Yaroslavl,296
Voronezh,297
Novorossiysk,298
Mineralnye Vody,299
Nalchik,300
Vladikavkaz,301
Stepantsminda,302
Mtskheta,303
Tbilisi,304
Marneuli,305
Bolnisi,306
Yerevan,307
Goris,308
Megri,309
Tambov,310
Povorino,311
Volgograd,312
Astrakhan,313
Makhachkala,314
Kuba,315
Baku,316
Alyat,317
Astara,318
Samara,319
Oral,320
Atyrau,321
Beineu,322
Shetpe,323
Zhetybai,324
Fetisovo,325
Bekdash,326
Türkmenbaşy,327
Gyzylarbat,328
Chelyabinsk,329
Kostanay,330
Esil,331
Derzhavinsk,332
Arkalyk,333
Jezkazgan,334
Kyzylorda,335
Shymkent,336
Tashkent,337
Ayni,338
Dushanbe,339
Panji Poyon,340
Ishim,341
Astana,342
Karaganda,343
Balkhash,344
Burubaytal,345
Almaty,346
Bishkek,347
Naryn,348
Torugart Pass,349
Omsk,350
Pavlodar,351
Semey,352
Georgiyevka,353
Maikapshagai,354
Å,355
Svolvær,356
Melbu,357
Sortland,358
Lødingen,359
Evenes,360
Narvik,361
Kiruna,362
Töre,363
Luleå,364
Shannon,365
Limerick,366
Dublin,367
Liverpool,368
Manchester,369
Leeds,370
Kingston upon Hull,371
Esbjerg,372
Helsingborg,373
Halmstad,374
Örebro,375
Stockholm,376
Tallinn,377
Narva,378
Cork,379
Waterford,380
Wexford,381
Rosslare,382
Fishguard,383
Swansea,384
Bridgend,385
Cardiff,386
Newport,387
Bristol,388
Colchester,389
Ipswich,390
Felixstowe,391
The Hague,392
Gouda,393
Amersfoort,394
Oldenzaal,395
Osnabrück,396
Bad Oeynhausen,397
Braunschweig,398
Magdeburg,399
Poznań,400
Warsaw,401
Brest,402
Minsk,403
Smolensk,404
Ryazan,405
Penza,406
Ufa,407
Kurgan,408
Bruges,409
Ghent,410
Brussels,411
Leuven,412
Eupen,413
Aachen,414
Olpe,415
Wetzlar,416
Gießen,417
Bad Hersfeld,418
Eisenach,419
Erfurt,420
Gera,421
Chemnitz,422
Görlitz,423
Wrocław,424
Opole,425
Gliwice,426
Zabrze,427
Kraków,428
Rzeszów,429
Jarosław,430
Korczowa,431
Lviv,432
Rivne,433
Zhytomyr,434
Luhansk,435
Beyneu,436
Qo‘ng‘irot,437
Nukus,438
Daşoguz,439
Bukhara,440
Navoiy,441
Samarkand,442
Jizzakh,443
Zhambyl,444
Sary-Ozek,445
Taldykorgan,446
Ucharal,447
Taskesken,448
Ayagoz,449
Oskemen,450
Ridder,451
Rennes,452
Le Mans,453
Reims,454
Saarbrücken,455
Mannheim,456
Heilbronn,457
Rozvadov,458
Plzeň,459
Trenčín,460
Prešov,461
Košice,462
Vyšné Nemecké,463
Uzhhorod,464
Mukachevo,465
Stryj,466
Khmelnytskyi,467
Vinnytsia,468
Uman,469
Kirovohrad,470
Dnipropetrovsk,471
Donetsk,472
Rostov-on-Don,473
Armavir,474
Lorient,475
Vannes,476
Nantes,477
Angers,478
Tours,479
Montargis,480
Auxerre,481
Beaune,482
Dole,483
Besançon,484
Belfort,485
Zürich,486
Winterthur,487
St. Gallen,488
St. Margrethen,489
Bregenz,490
Feldkirch,491
Landeck,492
Telfs,493
Lauterach,494
Imst,495
Bad Reichenhall,496
Sattledt,497
Sankt Pölten,498
Vienna,499
Nickelsdorf,500
Mosonmagyaróvár,501
Szolnok,502
Püspökladány,503
Oradea,504
Cluj-Napoca,505
Turda,506
Târgu Mureş,507
Braşov,508
Ploieşti,509
Slobozia,510
Hârşova,511
Constanţa,512
Agigea,513
Poti,514
Senaki,515
Samtredia,516
Kutaisi,517
Khashuri,518
Gori,519
Rustavi,520
Ganja,521
Yevlakh,522
Ashgabat,523
Tejen,524
Mary,525
Türkmenabat,526
Alat,527
Karshi,528
Guzar,529
Sherobod,530
Termez,531
Jirgatal,532
Sary Tash,533
Irkeshtam,534
A Coruña,535
Bilbao,536
Clermont-Ferrand,537
Chambéry,538
Susa,539
Turin,540
Tortona,541
Brescia,542
Trieste,543
Postojna,544
Ljubljana,545
Slavonski Brod,546
Vršac,547
Timişoara,548
Drobeta-Turnu Severin,549
Craiova,550
Alexandria,551
Razgrad,552
Shumen,553
Varna,554
Ordu,555
Giresun,556
Trabzon,557
Batumi,558
Lisbon,559
Valladolid,560
Toulouse,561
Nice,562
Sofia,563
Plovdiv,564
Istanbul,565
İzmit,566
Gerede,567
Amasya,568
Erzurum,569
Gürbulak,570
Iran,571
Mazara del Vallo,572
Palermo,573
Reggio Calabria,574
Metaponto,575
Taranto,576
Ioannina,577
Gelibolu,578
Lapseki,579
Bursa,580
Ankara,581
Adana,582
Nusaybin,583
Khabur River,584
Iraq,585
Larne,586
Belfast,587
Newry,588
Dundalk,589
Drogheda,590
Pontevedra,591
Valença,592
Porto,593
Albufeira,594
Castro Marim,595
Huelva,596
Cherbourg-Octeville,597
La Rochelle,598
Trelleborg,599
Oslo,600
Hamar,601
Lillehammer,602
Dombås,603
Trondheim,604
Stjørdal,605
Steinkjer,606
Mosjøen,607
Mo i Rana,608
Rognan,609
Fauske,610
Ballangen,611
Setermoen,612
Alta,613
Olderfjord,614
Lakselv,615
Karasjok,616
"Pau, Pyrénées-Atlantiques",617
Jaca,618
Zaragoza,619
Vierzon,620
Montluçon,621
Montpellier,622
Doncaster,623
Sheffield,624
Nottingham,625
Leicester,626
Northampton,627
Antwerp,628
Martigny,629
Sarreguemines,630
Ludwigshafen,631
La Spezia,632
Bremen,633
Orkanger,634
Vinjeøra,635
Halsa,636
Straumsnes,637
Kristiansund Mainland Connection,638
Batnfjordsøra,639
Molde,640
Vestnes,641
Skodje,642
Ålesund,643
Volda,644
Nordfjordeid,645
Sandane,646
Førde,647
Lavik,648
Instefjord,649
Knarvik,650
Bergen,651
Os,652
Stord,653
Sveio,654
Aksdal,655
Bokn,656
Rennesøy,657
Randaberg,658
Stavanger,659
Sandnes,660
Helleland,661
Flekkefjord,662
Lyngdal,663
Mandal,664
Kristiansand,665
Hirtshals,666
Hjørring,667
Nørresundby,668
Dortmund,669
Aschaffenburg,670
Stuttgart,671
Schaffhausen,672
Ulm,673
Lindau,674
Buchs,675
Chur,676
San Bernardino,677
Rødby,678
Puttgarden,679
Oldenburg in Holstein,680
Lübeck,681
Halle,682
Plauen,683
Schönberg,684
Vojtanov,685
Cheb,686
Karlovy Vary,687
České Budějovice,688
Halámky,689
Leipzig,690
Hirschberg,691
Hof,692
Bayreuth,693
Bayerisch Eisenstein,694
Deggendorf,695
Liezen,696
Sankt Michael,697
Graz,698
Maribor,699
Spielfeld,700
Karavanke Tunnel,701
Naklo,702
Kemijärvi,703
Posio,704
Kuusamo,705
Kajaani,706
Iisalmi,707
Kuopio,708
Tampere,709
Turku,710
Riga,711
Kłodzko,712
Kudowa-Zdrój,713
Náchod,714
Hradec Králové,715
Nordkapp,716
Miskolc,717
Balatonvilágos,718
Knin,719
Szekszárd,720
Mohács,721
Osijek,722
Đakovo,723
Šamac,724
Zenica,725
Mostar,726
Metković,727
Šiauliai,728
Tolpaki,729
Kaliningrad,730
Elbląg,731
Radom,732
Trstená,733
Ružomberok,734
Zvolen,735
Debrecen,736
Berettyóújfalu,737
Beiuş,738
Deva,739
Petroşani,740
Târgu Jiu,741
Calafat,742
Vidin,743
Vraca,744
Botevgrad,745
Blagoevgrad,746
Serres,747
Halmeu,748
Satu Mare,749
Zalău,750
Sebeş,751
Sibiu,752
Piteşti,753
Pleven,754
Jablanica,755
Izmail,756
Reni,757
Galaţi,758
Tulcea,759
Burgas,760
Malko Tarnovo,761
Dereköy,762
Kırklareli,763
Babaeski,764
Havsa,765
Keşan,766
Ayvalık,767
İzmir,768
Selçuk,769
Aydın,770
Denizli,771
Acıpayam,772
Korkuteli,773
Antalya,774
Kızılcahamam,775
Toprakkale,776
İskenderun,777
Antakya,778
Yayladağı,779
Syria,780
Kherson,781
Dzhankoy,782
Sochi,783
Sukhumi,784
Zugdidi,785
Şanlıurfa,786
Diyarbakır,787
Bitlis,788
Doğubeyazit,789
Iğdir,790
Dilucu,791
Sadarak,792
Jönköping,793
Linköping,794
Norrköping,795
Södertälje,796
Uppsala,797
Sundsvall,798
Örnsköldsvik,799
Umeå,800
Haparanda,801
Tornio,802
Tromsø,803
Nordkjosbotn,804
Skibotn,805
Kilpisjärvi,806
Kolari,807
Kokkola,808
Vaasa,809
Pori,810
Hämeenlinna,811
Derry,812
Arna,813
Voss,814
Lærdal,815
Tyin,816
Fagernes,817
Hønefoss,818
Sandvika,819
Craigavon,820
Stranraer,821
Gretna,822
Carlisle,823
Arendal,824
Porsgrunn,825
Larvik,826
Sandefjord,827
Horten,828
Drammen,829
Askim,830
Karlstad,831
Västerås,832
Stockholm/Kapellskär,833
Turku/Naantali,834
Kotka,835
Vaalimaa,836
Vyborg,837
Holyhead,838
Chester,839
Warrington,840
Immingham,841
Groningen,842
Sassnitz,843
Kalmar,844
Ventspils,845
Rēzekne,846
Velikiye Luki,847
Vladimir,848
Nizhny Novgorod,849
Kazan,850
Yelabuga,851
Perm,852
Yekaterinburg,853
Tyumen,854
Cambridge,855
Koszalin,856
Słupsk,857
Gdynia,858
Nesterov,859
Marijampolė,860
Harwich,861
Zeebrugge,862
Venlo,863
Cottbus,864
Kursk,865
Saratov,866
Aktobe,867
Karabutak,868
Aral,869
Novokazalinsk,870
Dunkirk,871
Lille,872
Mons,873
Charleroi,874
Namur,875
St. Vith,876
Wittlich,877
Bingen,878
Wiesbaden,879
Amiens,880
Charleville-Mézières,881
Trier,882
Koblenz,883
Caen,884
Rouen,885
Schweinfurt,886
Marktredwitz,887
Appenweier,888
Chaumont,889
Waldshut,890
Regensburg,891
Passau,892
Wels,893
Iaşi,894
Sculeni,895
Chişinău,896
Mykolaiv,897
Melitopol,898
Taganrog,899
Poitiers,900
Mâcon,901
Sion,902
Simplon,903
Gravellona Toce,904
Innichen,905
Spittal an der Drau,906
Klagenfurt,907
Veszprém,908
Székesfehérvár,909
Arad,910
Cuneo,911
Asti,912
Pisa,913
Migliarino,914
Grosseto,915
Arezzo,916
Sansepolcro,917
Vila Real,918
Bragança,919
Zamora,920
Tordesillas,921
Tekirdağ,922
Silivri,923
Kristalopigi,924
Florina,925
Vévi,926
Géfira,927
Yozgat,928
Sivas,929
Refahiye,930
Trikala,931
Volos,932
Megara,933
Attiki Odos,934
Usak,935
Afyonkarahisar,936
Sivrihisar,937
Topboğazi,938
Kırıkhan,939
Reyhanlı,940
Cilvegözü,941
Sadakhlo,942
Bagratashen,943
Vanadzor,944
Saatly Rayon,945
Mehgri,946
Ordubad,947
Djulfa,948
Nakhchivan,949
Uchkuduk,950
Gaudan,951
Kzylorda,952
Guza,953
Kokand,954
Andijan,955
Osh,956
Kulob,957
Kalaikhumb,958
Khorugh,959
Murghab,960
Kulma,961
Ishkoshim,962
Lyanga,963
China,964
Kokpek,965
Kegen,966
Tyup,967
Chundzha,968
Koktal,969
Khorgas,970
Usharal,971
Druzhba,972
Bakhty,973
Zapadnoe,974
Zhaksy,975
Atbasar,976
Uspenovka,977
Petropavl,978
Haugesund,979
Røldal,980
Haukeli,981
Seljord,982
Kongsberg,983
Tresfjord,984
Åndalsnes,985
Portlaoise,986
Hoogeveen,987
Haselünne,988
Cloppenburg,989
Cuxhaven,990
Bremerhaven,991
Walsrode,992
Stralsund,993
Neubrandenburg,994
Ukmergė,995
Daugavpils,996
Ostrov,997
Tartu,998
Võru,999
Luhamaa,1000
Jõhvi,1001
Valga,1002
Valka,1003
Valmiera,1004
Incukalns,1005
Keila,1006
Paldiski,1007
Babruysk,1008
Palanga,1009
Panevėžys,1010
Breda,1011
Gorinchem,1012
Flushing,1013
Hasselt,1014
Heerlen,1015
Barwinek,1016
Vyšný Komárnik,1017
Svidník,1018
Lublin,1019
Kovel,1020
Trosna,1021
Glukhkov,1022
Saint-Brieuc,1023
Roeselare,1024
Kortrijk,1025
Tournai,1026
Jabbeke,1027
Nivelles,1028
Eynatten,1029
Teplice,1030
Olomouc,1031
Svitavy,1032
Český Těšín,1033
Courtney,1034
Troyes,1035
Remiremont,1036
Donaueschingen,1037
Memmingen,1038
Füssen,1039
Garmisch-Partenkirchen,1040
Mittenwald,1041
Seefeld,1042
Humpolec,1043
Braunau am Inn,1044
Žiar nad Hronom,1045
Nyíregyháza,1046
Chop,1047
Bacău,1048
Dunajská Streda,1049
Medveďov,1050
Vámosszabadi,1051
Dej,1052
Buzău,1053
Sărăţel,1054
Reghin,1055
Topliţa,1056
Gheorgheni,1057
Miercurea-Ciuc,1058
Sfântu Gheorghe,1059
Chichiş,1060
Tişiţa,1061
Tecuci,1062
Albiţa,1063
Leuşeni,1064
Săbăoani,1065
Bălţi,1066
Mohyliv-Podilskyi,1067
Poltava,1068
Giurgiuleşti,1069
Krasnodar,1070
Djoubga,1071
Niort,1072
Saintes,1073
Angoulême,1074
Limoges,1075
Digoin,1076
Chalon-sur-Saône,1077
Pont-d'Ain,1078
St. Johann in Tirol,1079
Lofer,1080
Altenmarkt im Pongau,1081
Loiblpass,1082
Torniyiszentmiklós,1083
Balatonkeresztúr,1084
Nagyatád,1085
Barcs,1086
Virovitica,1087
Okučani,1088
Banja Luka,1089
Jajce,1090
Donji Vakuf,1091
Sombor,1092
Lugoj,1093
Ilia,1094
Negru Vodă,1095
Kardam,1096
Ashtarak,1097
Gyumri,1098
Ashotsk,1099
Akhalkalaki,1100
Akhaltsikhe,1101
"Vale, Georgia",1102
Türkgözü,1103
Posof,1104
Kars,1105
Horasan,1106
Supsa,1107
Lanchkhuti,1108
Grenoble,1109
Marseille,1110
Valence,1111
Savona,1112
Pula,1113
Koper,1114
Bihać,1115
Sarajevo,1116
Užice,1117
Čačak,1118
Kraljevo,1119
Kruševac,1120
Pojate,1121
Paraćin,1122
Zaječar,1123
Nova Varoš,1124
Yablanitsa,1125
Popovica,1126
Coimbra,1127
Viseu,1128
Chaves,1129
Verín,1130
Guarda,1131
Castelo Branco,1132
Portalegre,1133
Évora,1134
Beja,1135
Ourique,1136
Salamanca,1137
Mérida,1138
Logroño,1139
Famalicão,1140
Torres Novas,1141
Abrantes,1142
San Cesareo,1143
Olbia,1144
Avellino,1145
Benevento,1146
Spezzano Albanese,1147
Sybaris,1148
Crotone,1149
Potenza,1150
Sant'Eufemia Lamezia,1151
Catanzaro,1152
Prizren,1153
Kyustendil,1154
Balıkesir,1155
Manisa,1156
Çeşme,1157
Jaén,1158
Granada,1159
Buonfornello,1160
Enna,1161
Alcamo,1162
Trapani,1163
Arta,1164
Agrinio,1165
Messolonghi,1166
Aktio,1167
Vonitsa,1168
Amfilochia,1169
Karpenisi,1170
Sparti,1171
Gytheio,1172
Eleusina,1173
Thebes,1174